status,tagline,title,vote_average,vote_count
Released,Expect the Impossible.,Mission: Impossible,6.7,2631
Released,May The Odds Be Ever In Your Favor.,The Hunger Games,6.9,9455
Released,The Wolfpack Is Back,The Hangover Part II,6.2,3739
Released,"The Bat, the Cat, the Penguin.",Batman Returns,6.6,1673
Released,Taking back the neighborhood... One snack at a time.,Over the Hedge,6.3,1074
Released,He's coming to our galaxy.,Lilo & Stitch,7.1,1314
Released,"Something unexpected, unbelievable, unforgettable.",Charlotte's Web,5.8,288
Released,Heaven and Earth are about to collide.,Deep Impact,5.9,855
Released,The best never rest.,RED 2,6.4,1526
Released,"If you can't get out, get even.",The Longest Yard,6.2,785
Released,This holiday it's gonna get squeaky.,Alvin and the Chipmunks: Chipwrecked,5.4,484
Released,Just because they're a little older doesn't mean they've grown up.,Grown Ups 2,5.8,1155
Released,Saving The World...And Loving It!,Get Smart,6,1051
Released,Schmucks are people too.,Something's Gotta Give,6.3,410
Released,Someone is missing.,Shutter Island,7.8,6336
Released,"His father, her mother, his mother and her father all in one day.",Four Christmases,5.3,331
Released,You can shine no matter what you're made of.,Robots,6,1333
Released,"In order to catch him, he must become him.",Face/Off,6.8,1583
Released,Whatever they dream up... he has to survive.,Bedtime Stories,5.9,901
Released,Pray for Michael Sullivan.,Road to Perdition,7.3,1077
Released,Sometimes a guy's best wingman... is a wingwoman,Just Go with It,6.3,1543
Released,They were deadly on the ground, Now they have wings,Con Air,6.5
Released,Don't walk. Run.,Eagle Eye,6.3,1018
Released,Find the strength. Find the courage. No matter what it takes... find the way home.,Cold Mountain,6.7,533
Released,Some will kill to have it. He will kill to protect it.,The Book of Eli,6.6,2164
Released,Catch it if you can!,Flubber,5.3,695
Released,Some houses are born bad.,The Haunting,5.2,369
Released,Get ready to jam.,Space Jam,6.5,1288
Released,Pardon His French.,The Pink Panther,5.6,550
Released,12.12.08 is the Day the Earth Stood Still,The Day the Earth Stood Still,5.2,1043
Released,What if your most paranoid nightmares had just come true?,Conspiracy Theory,6.5,431
Released,War never ends quietly.,Fury,7.4,3946
Released,"After this week in paradise, they�۪re going to need a vacation.",Six Days Seven Nights,5.6,332
Released,Life's a Pic-A-Nic,Yogi Bear,5.2,220
Released,Leader. Hero. Legend.,Spirit: Stallion of the Cimarron,7.4,831
Released,Welcome to his jungle.,Zookeeper,5.3,498
Released,"Danger, Will Robinson!",Lost in Space,5,388
Released,This summer everything is under control.,The Manchurian Candidate,6.2,393
Released,Your future is set...,D̩j�� Vu,8,1
Released,They're back to raise a little terror,Hotel Transylvania 2,6.7,1497
Released,,Fantasia 2000,7,292
Released,The greatest adventure THROUGH all time!,The Time Machine,5.8,631
Released,Survival is an instinct.,Mighty Joe Young,5.9,208
Released,Log On. Hack In. Go Anywhere. Get Everything.,Swordfish,6.1,932
Released,The original caped crusader is back!,The Legend of Zorro,5.9,893
Released,After life there is more. The end is just the beginning.,What Dreams May Come,6.8,577
Released,He's Never Been To Earth. He's Never Even Slept Over Some Other Dude's House.,Little Nicky,5.2,438
Released,Eliminating Evil Since 1812.,The Brothers Grimm,5.6,818
Released,Nice planet. We'll take it!,Mars Attacks!,6.1,1509
Released,"They were fighting over a woman when the plane went down. Now, their only chance for survival is each other.",The Edge,6.7,349
Released,How do you save humanity when the only thing that's real is you?,Surrogates,5.9,1195
Released,You'll never believe how close we came,Thirteen Days,6.9,189
Released,No air. No escape. No time.,Daylight,5.8,378
Released,The Greatest Adventure in 70 Million Years,Walking With Dinosaurs,5.2,133
Released,Take Back The Planet,Battlefield Earth,3,255
Released,Real life has never been so animated.,Looney Tunes: Back in Action,5.6,297
Released,"This Holiday Season, Be Italian",Nine,5.1,165
Released,They had to travel into the past to save the future,Timeline,5.4,318
Released,The year is 2013. One man walked in off the horizon and hope came with him.,The Postman,6.1,299
Released,This little pig went to the city...,Babe: Pig in the City,5.2,305
Released,Hunt forever.,The Last Witch Hunter,5.7,1316
Released,Not A Sound. Not A Warning. Not A Chance. Not Alone.,Red Planet,5.4,267
Released,Adventure awaits in your own backyard.,Arthur and the Invisibles,6,639
Released,Explore the depths of our planet's oceans.  Experience the stories that connect their world to ours.,Oceans,7.3,111
Released,Some Rules Should Never Be Broken.,A Sound of Thunder,4.8,111
Released,No warning. No escape.,Pompeii,5.2,1267
Released,I need to believe that something extra ordinary is possible...,A Beautiful Mind,7.7,3009
Released,Life's greatest adventure is finding your place in the Circle of Life.,The Lion King,8,5376
Released,Believe the Impossible. Discover the Incredible.,Journey 2: The Mysterious Island,5.8,1030
Released,Something big was leftover.,Cloudy with a Chance of Meatballs 2,6.4,915
Released,Before the Silence.,Red Dragon,6.7,1115
Released,Unbridled. Unbroken. Unbeaten.,Hidalgo,6.5,318
Released,His twin sister is coming for the holidays... ...and it ain't pretty.,Jack and Jill,4.1,604
Released,How Fast Do You Want It?,2 Fast 2 Furious,6.2,2028
Released,Growing up isn't the problem... forgetting is.,The Little Prince,7.6,756
Released,Do not trust anyone. Do not show emotion. Do not fall asleep.,The Invasion,5.7,359
Released,This summer it's not the same old bull.,The Adventures of Rocky & Bullwinkle,3.9,87
Released,Think this is what they do all day?,The Secret Life of Pets,5.9,3462
Released,The power of seven become a league of one.,The League of Extraordinary Gentlemen,5.7,1155
Released,Back 2 Work,Despicable Me 2,7,4637
Released,Earth. Take a good look. It might be your last.,Independence Day,6.7,3260
Released,Something has survived.,The Lost World: Jurassic Park,6.2,2487
Released,Someone's got a zoo loose.,Madagascar,6.6,3237
Released,The future's a thing of the past.,Children of Men,7.4,2071
Released,Evolution Begins,X-Men,6.8,4097
Released,Choose your destiny.,Wanted,6.4,2528
Released,Alcatraz.  Only one man has ever broken out.  Now five million lives depend on two men breaking in.,The Rock,6.9,1456
Released,The Ice age is melting away.,Ice Age: The Meltdown,6.5,2951
Released,Imagine having to win over the girl of your dreams... every friggin' day.,50 First Dates,6.6,2105
Released,"When you follow your own beat, the world will follow you.",Hairspray,6.5,709
Released,Go back to where the horror began.,Exorcist: The Beginning,4.7,183
Released,The greatest hero ever assembled.,Inspector Gadget,4.3,318
Released,4 amazing magicians. 3 impossible heists. 1 billion dollars. This is no illusion.,Now You See Me,7.3,5487
Released,Boys will be boys. . . some longer than others.,Grown Ups,6,1705
Released,Life is waiting.,The Terminal,7,1910
Released,No stray gets turned away.,Hotel for Dogs,5.7,202
Released,The Mountain Will Decide.,Vertical Limit,5.9,283
Released,Based on a true story. You think we could make all this up?,Charlie Wilson's War,6.5,338
Released,The story of what happens when one little fish tells a great white lie...,Shark Tale,5.8,1557
Released,One Dream Will Change Everything,Dreamgirls,6.6,284
Released,Everyone is looking for the next big hit,Be Cool,5.4,292
Released,The world was watching in 1972 as 11 Israeli athletes were murdered at the Munich Olympics. This is the story of what happened next.,Munich,6.9,696
Released,He was trained to follow orders. He became a hero by defying them.,Tears of the Sun,6.4,573
Released,Perfect wife. Perfect target.,Killers,5.7,772
Released,Saving the world never goes out of style.,The Man from U.N.C.L.E.,7.1,2265
Released,Every family has a hero.,Spanglish,5.8,369
Released,The House is . . . ALIVE!,Monster House,6.3,874
Released,"Two's company, three's a crime.",Bandits,6.2,302
Released,Their greatest battle would be for her love.,First Knight,5.9,311
Released,,Anna and the King,6.4,197
Released,The Gods need a hero.,Immortals,5.7,880
Released,Every Second Counts,Hostage,6.2,512
Released,"When Earth Ends, The Adventure Begins.",Titan A.E.,6.3,313
Released,,Hollywood Homicide,5,166
Released,"Left for dead on a remote planet for obsolete machines and people, a fallen hero has one last battle to fight",Soldier,6.1,221
Released,"The rules are simple. You break them, you die...",Carriers,5.8,282
Released,"If It Yells, If It Swings, It's Got To Be Monkeybone!",Monkeybone,4.3,78
Released,"Out of the ashes, hope will rise.",Flight of the Phoenix,5.7,276
Released,Some things are only revealed by accident.,Unbreakable,6.9,1946
Released,"Before Gru, they had a history of bad bosses",Minions,6.4,4571
Released,You will be unprepared,Sucker Punch,5.9,1623
Released,Believe everything except your eyes.,Snake Eyes,5.8,327
Released,"A thousand feet beneath the sea, the blackest holes are in the mind...",Sphere,5.8,476
Released,Why so angry?,The Angry Birds Movie,5.9,1022
Released,This February True Love Takes a Dive.,Fool's Gold,5.4,444
Released,"George Simmons was prepared to die, but then a funny thing happened.",Funny People,5.7,390
Released,How do you stop an enemy who isn't afraid to die?,The Kingdom,6.5,513
Released,The story of a man who could only count to #1,Talladega Nights: The Ballad of Ricky Bobby,6.2,491
Released,The doctor is in again.,Dr. Dolittle 2,4.9,410
Released,Every man dies. Not every man truly lives.,Braveheart,7.7,3336
Released,Welcome to the suck.,Jarhead,6.6,765
Released,See our family. And feel better about yours.,The Simpsons Movie,6.9,2264
Released,Sometimes your life comes into focus one frame at a time.,The Majestic,6.6,188
Released,Get ready for the race of your life.,Driven,4.5,179
Released,"Two infant tiger cubs, separated from their parents and each other.",Two Brothers,6.9,180
Released,There is no turning back,The Village,6.2,1071
Released,He doesn't just talk to the animals!,Doctor Dolittle,5.4,686
Released,It�۪s not like they didn�۪t warn us.,Signs,6.4,1599
Released,Once upon another time...,Shrek 2,6.7,2988
Released,Ahhh... it's got that new movie smell.,Cars,6.6,3877
Released,Catch her if you can.,Runaway Bride,5.7,455
Released,A New Breed Of Secret Agent.,xXx,5.8,1424
Released,He's leaving his world behind.,The SpongeBob Movie: Sponge Out of Water,5.8,719
Released,Someone is going to pay.,Ransom,6.4,470
Released,Once upon a time in Nazi occupied France...,Inglourious Basterds,7.9,6430
Released,What if Peter Pan grew up?,Hook,6.6,1532
Released,Die Harder,Die Hard 2,6.6,1896
Released,You're either S.W.A.T. or you're not.,S.W.A.T.,5.8,770
Released,"Forget everything you know, and open your eyes.",Vanilla Sky,6.5,1078
Released,Time is running out for a happy ending.,Lady in the Water,5.3,409
Released,Whoever wins... We lose,AVP: Alien vs. Predator,5.5,1217
Released,The Boys are back in town... and they have competition.,Alvin and the Chipmunks: The Squeakquel,5.4,666
Released,400 U.S paratroopers. 4000 Vietnamese soldiers. 12 000 miles away from home. 1 man led them into battle.,We Were Soldiers,6.7,521
Released,When our flag falls our nation will rise.,Olympus Has Fallen,6.2,2981
Released,The battle for paradise has begun.,Star Trek: Insurrection,6.3,391
Released,It's not war. It's survival.,Battle: Los Angeles,5.5,1448
Released,An adventure as big as life itself.,Big Fish,7.6,1994
Released,The animal is out.,Wolf,6,216
Released,Separated by War. Tested by Battle. Bound by Friendship.,War Horse,7,992
Released,It was the greatest art heist in history,The Monuments Men,5.8,1523
Released,"There's everything you've ever known about adventure, and then there's The Abyss.",The Abyss,7.1,808
Released,Gordon never gives up.,Wall Street: Money Never Sleeps,5.8,493
Released,Every bloodline has a beginning,Dracula Untold,6.2,2389
Released,On November 6th our freedom is history,The Siege,6,352
Released,This Summer A Star Falls. The Chase Begins.,Stardust,7.1,1184
Released,At the end of the world his real journey began.,Seven Years in Tibet,7,630
Released,Two best friends. Nothing could come between them... or could it?,The Dilemma,5.2,304
Released,Two Mismatched Partners. One Messed Up Case!,Bad Company,5.4,228
Released,No one gets out alive.,Doom,5,609
Released,Attitude meets espionage.,I Spy,5.2,269
Released,Vengeance Returns,Underworld: Awakening,6.1,1862
Released,Nothin' but a good time,Rock of Ages,6,385
Released,"Beyond Courage, Beyond Honor.",Hart's War,5.9,241
Released,May the best man live.,Killer Elite,6.1,695
Released,Go Ballistic,Rollerball,3.4,106
Released,,Ballistic: Ecks vs. Sever,4.3,97
Released,"In the worst storm in living memory, one guard stands between five men and three million dollars.",Hard Rain,5.5,179
Released,Every BODY needs a hero,Osmosis Jones,5.9,228
Released,There's trouble in OZ...,Legends of Oz: Dorothy's Return,5.9,43
Released,We are no longer in control.,Blackhat,5.1,826
Released,Who will save us?,Sky Captain and the World of Tomorrow,5.7,439
Released,Everything interesting begins in the mind,Basic Instinct 2,4.6,180
Released,No one breaks out alone.,Escape Plan,6.7,1659
Released,Every Man Has a Destiny,The Legend of Hercules,4.4,533
Released,"27,000 nuclear weapons. One is missing.",The Sum of All Fears,5.9,437
Released,It all begins ... With a choice.,The Twilight Saga: Eclipse,5.8,2301
Released,There are no partners in crime,The Score,6.7,423
Released,Superbad. Superdad.,Despicable Me,7.1,6478
Released,"Get on, or GET OUT THE WAY!",Money Train,5.4,222
Released,"Ted is Coming, Again.",Ted 2,6.2,2463
Released,"Alexandria, Egypt. 391 A.D. The World Changed Forever.",Agora,6.9,395
Released,"We're not your classic heroes, we're the other guys.",Mystery Men,5.7,250
Released,"One Week, No Rules",Hall Pass,5.4,611
Released,Two men driven to tell the truth... whatever the cost.,The Insider,7.3,481
Released,"32 survivors, room for 12.",The Finest Hours,6.3,588
Released,Trust no one. Deceive everyone.,Body of Lies,6.5,895
Released,Takes One To Know One.,Dinner for Schmucks,5.5,531
Released,Are you a patriot or a vampire?,Abraham Lincoln: Vampire Hunter,5.5,1269
Released,The trap is set.,Entrapment,6,602
Released,Fight the Future,The X Files,6.6,488
Released,The end of an empire...the beginning of a legend.,The Last Legion,5,207
Released,The mission is a man.,Saving Private Ryan,7.9,5048
Released,For honor. For love. For redemption.,Need for Speed,6.1,1520
